MPN,Price,Producer,Name,EAN,Length(mm),Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock(MHz),Vram(GB),Memory Clock(MHz),TDP(W)
V389-208R,#N/D,MSI,MSI GeForce RTX 3080 Ti Ventus 3X 12G LHR,4.72E+12,305,3,3,0,1,3,0,0,1665,12,19000,350
V389-059R,#N/D,MSI,MSI GeForce RTX 3080 Ti Ventus 3X 12G OC,4.72E+12,324,2.75,2,0,1,3,0,0,1695,12,19000,350
V389-001R,#N/D,MSI,MSI GeForce RTX 3080 Ventus 3X 10G OC,4.72E+12,323,2.75,2,0,1,3,0,0,1740,10,19000,320
V389-280R,#N/D,MSI,MSI GeForce RTX 3080 Ventus 3X PLUS 10G LHR,4.72E+12,305,2.85,2,0,1,3,0,0,1759,10,19000,320
V389-263R,810.24,MSI,MSI GeForce RTX 3080 Ventus 3X Plus 10G OC LHR,4.72E+12,305,2.7,2,0,1,3,0,0,1740,10,19000,320
V388-011R,#N/D,MSI,MSI GeForce RTX 3090 Gaming X Trio 2,4.72E+12,335,2.75,3,0,1,3,0,0,1759,24,19500,350
V388-053R,#N/D,MSI,MSI GeForce RTX 3090 Suprim,4.72E+12,336,3,3,0,1,3,0,0,1860,24,19500,420
V388-010R,#N/D,MSI,MSI GeForce RTX 3090 Suprim X,4.72E+12,336,3,3,0,1,3,0,0,1860,24,19500,420
V509-023,#N/D,MSI,MSI GeForce RTX 3090 Ti Black Trio,4.72E+12,325,3,0,0,1,3,0,0,1860,24,14000,450
V509-014R,1885.97,MSI,MSI GeForce RTX 3090 Ti Gaming X Trio,4.72E+12,325,3.5,0,0,1,3,0,0,1759,24,14000,450
V509-003R,1269.40,MSI,MSI GeForce RTX 3090 Ti Suprim X,4.72E+12,325,3.5,0,0,1,3,0,0,1950,24,14000,480
V388-002R,#N/D,MSI,MSI GeForce RTX 3090 Ventus 3X 24G OC,4.72E+12,305,2.75,2,0,1,3,0,0,1759,24,19500,350
V516-003R,304.64,MSI,MSI GeForce RTX 4060 Gaming X,4.71E+12,247,2.5,1,0,1,3,0,0,2595,8,17000,115
V515-015R,427.96,MSI,MSI GeForce RTX 4060 Ti Gaming X,4.71E+12,247,2,1,0,1,3,0,0,2640,8,18000,160
V515-014R,#N/D,MSI,MSI GeForce RTX 4060 Ti Gaming X Trio,4.71E+12,338,2.5,1,0,1,3,0,0,2670,8,18000,160
V515-017R,509.98,MSI,MSI GeForce RTX 4060 Ti Ventus 2X Black 8G OC,4.71E+12,199,2.5,1,0,1,3,0,0,2565,8,18000,160
V516-004R,#N/D,MSI,MSI GeForce RTX 4060 Ventus 2X Black 8G OC,4.71E+12,199,2,1,0,1,3,0,0,2490,8,17000,115
V513-059R,#N/D,MSI,MSI GeForce RTX 4070 Gaming X Trio,4.71E+12,338,,0,0,1,3,0,0,2610,12,21000,215
V513-004R,#N/D,MSI,MSI GeForce RTX 4070 Ti Gaming X Trio,4.71E+12,337,3,0,0,1,3,0,0,2760,12,21000,750
V513-005R,#N/D,MSI,MSI GeForce RTX 4070 Ti Suprim X,4.71E+12,338,3.5,0,0,1,3,0,0,2790,12,21000,750
V513-057R,609.31,MSI,MSI GeForce RTX 4070 Ventus 3X 12G OC,4.71E+12,308,2.25,1,0,1,3,0,0,2505,12,21000,200
V511-005R,#N/D,MSI,MSI GeForce RTX 4080 Gaming X Trio,4.71E+12,337,3,0,0,1,3,0,0,1759,16,22400,320
V511-004R,1436.24,MSI,MSI GeForce RTX 4080 Suprim X,4.71E+12,336,3.5,0,0,1,3,0,0,1759,16,22400,320
V511-009R,#N/D,MSI,MSI GeForce RTX 4080 Ventus 3X OC,4.71E+12,322,3,0,0,1,3,0,0,2535,16,22400,320
V510-023R,#N/D,MSI,MSI GeForce RTX 4090 Ventus 3X 24G OC,4.71E+12,322,3,0,0,1,3,0,0,2565,24,21000,450
V508-003R,194.13,MSI,MSI Radeon RX 6500 XT Mech 2X OC,4.72E+12,172,2,0,1,1,1,0,0,2825,4,14000,107
V502-035R,290.14,MSI,MSI Radeon RX 6600 Mech 2X,4.72E+12,235,2.3,1,0,1,3,0,0,2491,8,14000,132
V502-003R,#N/D,MSI,MSI Radeon RX 6600 XT Gaming X,4.72E+12,277,2,1,0,1,3,0,0,1759,8,16000,160
V502-004R,340.92,MSI,MSI Radeon RX 6600 XT Mech 2X,4.72E+12,235,2,1,0,1,3,0,0,1759,8,16000,160
V502-063R,347.44,MSI,MSI Radeon RX 6650 XT Gaming X,4.72E+12,278,2.5,1,0,3,1,0,0,2694,8,14000,180
V502-064R,224.13,MSI,MSI Radeon RX 6650 XT Mech 2X 8G OC,4.72E+12,235,2.5,1,0,3,1,0,0,2635,8,14000,180
V398-007R,528.28,MSI,MSI Radeon RX 6700 XT Gaming X,4.72E+12,279,3,2,0,1,3,0,0,1759,12,8000,230
V398-005R,500.70,MSI,MSI Radeon RX 6700 XT Mech 2X,4.72E+12,247,2.5,2,0,1,3,0,0,2581,12,14000,230
V398-002R,#N/D,MSI,MSI Radeon RX 6700 XT Mech 2X OC,4.72E+12,247,2.5,2,0,1,3,0,0,2620,12,8000,230
V399-003R,420.71,MSI,MSI Radeon RX 6750 XT Gaming X Trio,4.72E+12,327,2.7,2,0,1,3,0,0,2618,12,14000,250
V399-004R,383.71,MSI,MSI Radeon RX 6750 XT Mech 2X 12G OC,4.72E+12,249,2.7,2,0,1,3,0,0,2618,12,14000,250
V803-897R,#N/D,MSI,MSI Radeon RX 6800,4.72E+12,267,2,2,0,1,2,0,0,2105,16,8000,250
V396-002R,#N/D,MSI,MSI Radeon RX 6800 Gaming X Trio,4.72E+12,324,2.75,2,0,1,1,0,0,2155,16,14000,250
V803-896R,#N/D,MSI,MSI Radeon RX 6800 XT,4.72E+12,268,2.5,2,0,1,3,0,0,2250,16,8000,300
V395-001R,#N/D,MSI,MSI Radeon RX 6800 XT Gaming Trio,4.72E+12,324,2.75,2,0,1,3,0,0,2250,16,14000,300
V395-013R,870.44,MSI,MSI Radeon RX 6800 XT Gaming Z Trio,4.72E+12,324,2.75,3,0,1,3,0,0,2310,16,14000,300
V395-007R,#N/D,MSI,MSI Radeon RX 6900 XT Gaming X Trio,4.72E+12,324,2.75,3,0,1,2,0,0,2340,16,14000,300
V395-019R,#N/D,MSI,MSI Radeon RX 6900 XT Gaming Z Trio,4.72E+12,324,2.75,3,0,1,3,0,0,2425,16,14000,300
V395-042R,926.53,MSI,MSI Radeon RX 6950 XT Gaming X Trio,4.72E+12,325,3,3,0,1,3,0,0,2454,16,14000,340
V502-094R,253.14,MSI,MSI Radeon RX 7600 Mech 2X Classic 8G OC,4.71E+12,235,,1,0,1,3,0,0,2695,8,18000,165
NED3090S19SB-132BA,#N/D,Palit,Palit GeForce RTX 3090 GamingPro OC,4.71E+12,294,2.7,2,0,1,3,0,0,1725,24,19500,350
VCG306012DFXPPB,#N/D,PNY,PNY GeForce RTX 3060 XLR8 Gaming Revel EPIC-X RGB,7.51E+11,247,2,1,0,1,3,0,0,1777,12,7500,170
VCG306012SFXPPB,#N/D,PNY,PNY GeForce RTX 3060 XLR8 Gaming Revel EPIC-X RGB Single Fan,7.51E+11,170,2,1,0,1,3,0,0,1777,12,7500,170
VCG308010TFXPPB,#N/D,PNY,PNY GeForce RTX 3080 XLR8 Gaming EPIC-X RGB,7.51E+11,294,2.5,2,0,1,3,0,0,1710,10,19000,320
VCG309024TFXPPB,1717.88,PNY,PNY GeForce RTX 3090 XLR8 Gaming EPIC-X RGB,7.51E+11,294,2.75,2,0,1,3,0,0,1759,24,19500,350
VCG408016TFXXPB1,1175.10,PNY,PNY GeForce RTX 4080 XLR8 Gaming VERTO Edition,7.51E+11,332,3.5,0,0,1,3,0,0,2505,16,22400,320
VCG408016TFXXPB1-O,1196.86,PNY,PNY GeForce RTX 4080 XLR8 Gaming VERTO OC Edition,7.51E+11,332,3.5,0,0,1,3,0,0,2550,16,22400,320
VCG408016TFXPB1,1232.25,PNY,PNY GeForce RTX 4080 XLR8 Gaming VERTO Triple Fan Edition,7.51E+11,336.9,3,0,0,1,3,0,0,2505,16,22400,320
VCG30708DFMPB,#N/D,PNY,PNY RTX 3070 Dual,7.51E+11,265,3,2,0,1,3,0,0,1725,8,14000,220
VCG30708TFXPPB,#N/D,PNY,PNY RTX 3070 XL8R Gaming Revel Epic-X RGB,7.51E+11,294,2.75,2,0,1,3,0,0,1725,8,14000,220
34263-04-52G,#N/D,SAPPHIRE,Sapphire GearBox 500 Grafikkartengehäuse - Thunderbolt 3 inkl. Pulse RX 6600 XT,4.90E+12,138,2,1,0,1,3,0,0,2593,8,14000,160
1309-01-20G,#N/D,Sapphire,Sapphire Nitro+ Radeon RX 6600 XT,4.90E+12,240,2.5,1,0,1,3,0,0,1759,8,16000,160
11319-01-20G,#N/D,SAPPHIRE,Sapphire Nitro+ Radeon RX 6650 XT Gaming OC,4.90E+12,260,3,1,0,1,3,0,0,2694,8,14000,203
11306-01-20G,#N/D,Sapphire,Sapphire Nitro+ Radeon RX 6700 XT OC,4.90E+12,311,2.5,1,1,1,3,0,0,2622,12,8000,260
11318-01-20G,#N/D,SAPPHIRE,Sapphire Nitro+ Radeon RX 6750 XT Gaming OC,4.90E+12,310,3,1,1,1,3,0,0,2623,12,14000,273
11305-01-20G,#N/D,SAPPHIRE,Sapphire Nitro+ Radeon RX 6800 OC,4.90E+12,310.5,2.75,2,0,1,3,0,0,2190,16,14000,250
11304-01-20G,#N/D,SAPPHIRE,Sapphire Nitro+ Radeon RX 6800 XT OC SE,4.90E+12,310,2.75,2,0,1,3,0,0,2360,16,14000,350
11308-01-20G,#N/D,Sapphire,Sapphire Nitro+ Radeon RX 6900 XT OC,4.90E+12,267,2.5,2,0,1,3,0,0,2250,16,8000,300
11308-03-20G,#N/D,SAPPHIRE,Sapphire Nitro+ Radeon RX 6900 XT Special Edition,4.90E+12,310,2.7,2,1,1,3,0,0,2365,16,14000,340
11317-02-20G,#N/D,SAPPHIRE,Sapphire Nitro+ Radeon RX 6950 XT Gaming OC,4.90E+12,320,2.7,2,1,1,3,0,0,2324,16,14000,391
11317-04-20G,#N/D,SAPPHIRE,Sapphire Nitro+ Radeon RX 6950 XT Pure Gaming OC,4.90E+12,320,3.5,2,1,1,3,0,0,2368,16,14000,408
11330-01-20G,#N/D,SAPPHIRE,Sapphire Nitro+ Radeon RX 7800 XT Gaming OC,4.90E+12,320,3,2,0,2,2,0,0,2565,16,19500,263
11314-01-20G,197.72,SAPPHIRE,Sapphire Pulse Radeon RX 6500 XT Gaming OC,4.90E+12,194,2,0,1,1,1,0,0,2825,4,14000,107
11309-03-20G,#N/D,Sapphire,Sapphire Pulse Radeon RX 6600 XT,4.90E+12,240,2.5,1,0,1,3,0,0,1759,8,16000,160
11319-03-20G,#N/D,SAPPHIRE,Sapphire Pulse Radeon RX 6650 XT Gaming OC,4.90E+12,240,2,1,0,1,3,0,0,2635,8,14000,176
11321-02-20G,#N/D,SAPPHIRE,Sapphire Pulse Radeon RX 6700,4.90E+12,260,2.5,1,0,1,3,0,0,2495,10,16000,220
11306-02-20G,#N/D,Sapphire,Sapphire Pulse Radeon RX 6700 XT,4.90E+12,260,2.5,1,1,1,3,0,0,2581,12,8000,260
11306-05-20G,#N/D,SAPPHIRE,Sapphire Pulse Radeon RX 6700 XT OC,4.90E+12,260,2.2,1,1,1,3,0,0,2615,12,14000,230
11318-03-20G,#N/D,SAPPHIRE,Sapphire Pulse Radeon RX 6750 XT Gaming OC,4.90E+12,280,2.7,1,1,1,3,0,0,2618,12,14000,250
11305-02-20G,#N/D,SAPPHIRE,Sapphire Pulse Radeon RX 6800 OC,4.90E+12,303,2.5,2,0,1,3,0,0,2170,16,14000,280
11304-03-20G,#N/D,SAPPHIRE,Sapphire Pulse Radeon RX 6800 XT Gaming OC,4.90E+12,313,2.5,2,0,1,3,0,0,2310,16,14000,350
11324-01-20G,275.64,SAPPHIRE,Sapphire Pulse Radeon RX 7600 Gaming,4.90E+12,240,2,1,0,1,3,0,0,2754,8,18000,165
11335-04-20G,#N/D,SAPPHIRE,Sapphire Pulse Radeon RX 7700 XT Gaming OC,4.90E+12,280,2.5,2,0,2,2,0,0,2544,12,18000,245
11330-02-20G,#N/D,SAPPHIRE,Sapphire Pulse Radeon RX 7800 XT Gaming OC,4.90E+12,280,2.5,2,0,2,2,0,0,2430,16,19500,263
21305-01-20G,#N/D,Sapphire,Sapphire Radeon RX 6800,4.90E+12,267,2,2,0,1,2,0,0,2105,16,8000,250
11308-11-20G,#N/D,SAPPHIRE,Sapphire Toxic Radeon RX 6900 XT Air Cooled,4.90E+12,320,3,2,1,1,3,0,0,2425,16,14000,0
11317-01-20G,#N/D,SAPPHIRE,Sapphire Toxic Radeon RX 6950 XT LE Gaming OC,4.90E+12,320,3.5,2,1,1,3,0,0,2532,16,14000,420
ZT-A30500F-10M,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3050 AMP!,4.90E+12,224.1,2,1,0,1,3,0,0,1830,8,4,130
ZT-A30500E-10M,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3050 Twin Edge,4.90E+12,224.1,2,1,0,1,3,0,0,1777,8,4,130
ZT-A30500H-10M,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3050 Twin Edge OC,4.90E+12,224.1,2,1,0,1,3,0,0,1807,8,4,130
ZT-A30600F-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3060 AMP! White Edition,4.90E+12,232,2,2,0,1,3,0,0,1837,12,7500,170
ZT-A30610F-10PLHR,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3060 Ti AMP! White Edition LHR,4.90E+12,222.1,2,1,0,1,3,0,0,1755,8,14000,200
ZT-A30610E-10M,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge,4.90E+12,223,2,1,0,1,3,0,0,1665,8,14000,200
ZT-A30610E-10MLHR,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge LHR,4.90E+12,222.1,2,1,0,1,3,0,0,1665,8,14000,200
ZT-A30610H-10M,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC,4.90E+12,223,2,1,0,1,3,0,0,1695,8,14000,200
ZT-A30610H-10MLHR,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC LHR,4.90E+12,222.1,2,1,0,1,3,0,0,1695,8,14000,200
ZT-A30600E-10M,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3060 Twin Edge,4.90E+12,224.1,2,1,0,1,3,0,0,1777,12,15000,170
ZT-A30600H-10M,340.92,ZOTAC,ZOTAC GAMING GeForce RTX 3060 Twin Edge OC,4.90E+12,225,2,1,0,1,3,0,0,1807,12,7500,170
ZT-A30700F-10PLHR,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3070 AMP! Holo LHR,4.90E+12,291.2,2.5,2,0,1,3,0,0,1759,8,14000,240
ZT-A30710B-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3070 Ti AMP! Extreme Holo LHR,4.90E+12,352.9,3,3,0,1,3,0,0,1890,8,19000,310
ZT-A30710D-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3070 Ti Trinity LHR,4.90E+12,317.6,2.9,2,0,1,3,0,0,1770,8,19000,290
ZT-A30710J-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3070 Ti Trinity OC LHR,4.90E+12,318.5,2.5,3,0,1,3,0,0,1800,8,19000,290
ZT-A30700E-10PLHR,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3070 Twin Edge LHR,4.90E+12,231.9,2,2,0,1,3,0,0,1759,8,14000,220
ZT-A30700H-10PLHR,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3070 Twin Edge OC LHR,4.90E+12,231.9,2,2,0,1,3,0,0,1759,8,14000,220
ZT-A30700J-10PLHR,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3070 Twin Edge OC LHR White Edition,4.90E+12,231.9,2,2,0,1,3,0,0,1759,8,14000,220
ZT-A30810B-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3080 Ti AMP! Extreme Holo,4.90E+12,352.9,3,3,0,1,3,0,0,1785,12,19000,400
ZT-A30810F-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3080 Ti AMP! Holo,4.90E+12,317.8,3.5,2,0,1,3,0,0,1710,12,19000,350
ZT-A30800D-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3080 Trinity,4.90E+12,317.8,2.5,2,0,1,3,0,0,1710,10,19000,320
ZT-A30800F-10PLHR,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3080 Trinity AMP! Holo LHR,4.90E+12,317.8,2.5,2,0,1,3,0,0,1770,10,19000,340
ZT-A30800D-10PLHR,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3080 Trinity LHR,4.90E+12,317.8,2.9,2,0,1,3,0,0,1710,10,19000,320
ZT-A30800J-10PLHR,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3080 Trinity OC LHR,4.90E+12,317.8,2.9,2,0,1,3,0,0,1725,10,19000,320
ZT-A30900B-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3090 AMP! Extreme Holo,4.90E+12,353,3,3,0,1,3,0,0,1815,24,19500,350
ZT-A30900Q-30P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3090 ArcticStorm,4.90E+12,301,2,3,0,1,3,0,0,1695,24,19500,350
ZT-A30910B-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3090 Ti AMP! Extreme Holo,4.90E+12,355.9,3.5,0,0,1,3,0,0,1890,24,14000,450
ZT-A30900D-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3090 Trinity,4.90E+12,317.8,2.5,2,0,1,3,0,0,1759,24,19500,350
ZT-A30900J-10P,#N/D,ZOTAC,ZOTAC GAMING GeForce RTX 3090 Trinity OC,4.90E+12,317.8,3,2,0,1,3,0,0,1710,24,19500,350
ZT-D40600P-10SMP,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4060 OC SPIDER-MAN™ Across the Spider-Verse,4.90E+12,222.3,2,1,0,1,3,0,0,2475,8,17000,115
ZT-D40600G-10L,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4060 Solo,4.90E+12,163,2,1,0,1,3,0,0,2460,8,17000,115
ZT-D40610E-10M,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4060 Ti Twin Edge,4.90E+12,225.5,2.2,1,0,1,3,0,0,2535,8,18000,160
ZT-D40610H-10M,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4060 Ti Twin Edge OC,4.90E+12,225.5,2.2,1,0,1,3,0,0,2550,8,18000,500
ZT-D40610H-10SMP,413.46,ZOTAC,ZOTAC Gaming GeForce RTX 4060 Ti Twin Edge OC SPIDER-MAN™ Across the Spider-Verse,4.90E+12,225.5,2.2,1,0,1,3,0,0,2550,8,18000,160
ZT-D40600Q-10M,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4060 Twin Edge OC White Edition,4.90E+12,221.4,2,1,0,1,3,0,0,2490,8,17000,115
ZT-D40700F-10P,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4070 AMP! Airo,4.90E+12,307.7,2.5,0,0,1,3,0,0,2535,12,21000,215
ZT-D40710B-10P,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4070 Ti AMP Extreme Airo,4.90E+12,355.5,3.5,0,0,1,3,0,0,2700,12,21000,285
ZT-D40710D-10P,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4070 Ti Trinity,4.90E+12,306.8,2.5,0,0,1,3,0,0,2610,12,21000,285
ZT-D40710J-10P,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4070 Ti Trinity OC,4.90E+12,306.8,2.5,0,0,1,3,0,0,2625,12,21000,285
ZT-D40700D-10P,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4070 Trinity,4.90E+12,306.8,2.5,0,0,1,3,0,0,2475,12,21000,200
ZT-D40700H-10M,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4070 Twin Edge OC,4.90E+12,225.5,2.2,1,0,1,3,0,0,2490,12,21000,200
ZT-D40810B-10P,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4080 AMP! Extreme Airo,4.90E+12,355.5,3.5,0,0,1,3,0,0,2565,16,22400,320
ZT-D40810D-10P,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4080 Trinity,4.90E+12,356.1,3.5,0,0,1,3,0,0,2505,16,22400,320
ZT-D40810J-10P,#N/D,ZOTAC,ZOTAC Gaming GeForce RTX 4080 Trinity OC,4.90E+12,356.1,3.5,0,0,1,3,0,0,2520,16,22400,320
ZT-A30710F-10P,#N/D,ZOTAC,ZOTAC GAMING RTX 3070 Ti AMP! Holo,4.90E+12,317,3,2,0,1,3,0,0,1830,8,19000,320
ZT-A30700E-10P,#N/D,ZOTAC,Zotac Gaming RTX 3070 Twin Edge,4.90E+12,232,2,2,0,1,3,0,0,1725,8,14000,220
ZT-A30700H-10P,#N/D,ZOTAC,Zotac Gaming RTX 3070 Twin Edge OC,4.90E+12,232,2,2,0,1,3,0,0,1755,8,14000,220
ZT-A30810D-10P,#N/D,ZOTAC,ZOTAC GeForce RTX 3080 Ti Trinity,4.90E+12,318,3.25,2,0,1,3,0,0,1665,12,19000,350
ZT-A30810J-10P,#N/D,ZOTAC,ZOTAC GeForce RTX 3080 Ti Trinity OC,4.90E+12,319,3.25,2,0,1,3,0,0,1695,12,19000,350
90-GA3KZZ-00UANF,#N/D,ASRock,ASRock Arc A380 Challenger ITX,4.71E+12,190,2,1,0,1,3,0,0,2250,6,1937,75
90-GA49ZZ-00UANF,#N/D,ASRock,ASRock Radeon RX 6950 XT Phantom Gaming OC,4.71E+12,320,2.8,3,0,1,3,0,0,2324,16,18000,335
90-GA1100-00UANW,#N/D,ASRock,ASRock Radeon VII,4.72E+12,280,2,2,0,1,1,0,0,1750,16,2000,300
AREZ-PH-RX550-2G,112.43,ASUS,Asus AREZ PH RX 550 2G,1.93E+11,192,2,0,0,1,1,1,0,1071,2,6000,50
CERBERUS-GTX1050-O2G,154.50,ASUS,Asus CERBERUS GTX 1050 O2G,8.89E+11,203,2,0,0,1,1,1,0,1544,2,7008,75
CERBERUS-GTX1050TI-O4G,205.64,ASUS,Asus CERBERUS GTX 1050TI O4G,8.89E+11,203,2,0,0,1,1,1,0,1480,4,7008,75
DUAL-GTX1050-O2G,#N/D,ASUS,Asus DUAL GTX 1050 O2G,8.89E+11,212,2,0,0,1,1,1,0,1518,2,7008,75
DUAL-GTX1060-O3G,235.01,ASUS,Asus DUAL GTX 1060 O3G,7.79E+11,242,2.1,0,1,2,2,1,0,1809,3,8008,120
DUAL-GTX1060-O6G,268.53,ASUS,Asus DUAL GTX 1060 O6G,8.89E+11,242,2.1,0,1,2,2,1,0,1809,6,8008,120
DUAL-RX580-O4G,236.31,ASUS,Asus DUAL RX 580 O4G,8.89E+11,242,1,1,0,2,2,1,0,1380,4,7000,185
DUAL-RX580-O8G,242.26,ASUS,Asus DUAL RX 580 O8G,1.90E+11,242,1,1,0,2,2,1,0,1380,8,14000,185
90YV0AT0-M0NA00,#N/D,ASUS,ASUS GeForce GT 1030,4.71E+12,173,2,0,0,0,0,0,0,1759,2,4,30
90YV0AT2-M0NA00,#N/D,ASUS,ASUS GeForce GT 1030 2G,4.71E+12,169,1,0,0,0,0,0,0,1759,2,4,30
90YV0AU0-M0NA00,#N/D,ASUS,ASUS GeForce GT 1030 Phoenix,4.71E+12,184,2,0,0,1,0,1,0,1759,2,6008,30
90YV06N2-M0NA00,#N/D,ASUS,ASUS GeForce GT 730,4.72E+12,165,2,0,0,1,0,0,1,1759,2,14000,0
90YV0AA0-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1050 2G,4.71E+12,192,2,0,0,0,0,0,0,1455,2,4,75
90YV0A82-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1050 Expedition,4.71E+12,212,2,0,0,1,1,0,1,1455,2,3504,75
90YV0A84-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1050 Expedition O2G,4.71E+12,212,2,0,0,1,1,1,0,1455,2,3504,75
90YV0AD1-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1050 STRIX 2G Gaming,4.71E+12,241,2,0,1,0,0,0,0,1455,2,4,75
90YV0AD0-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1050 STRIX O2G Gaming,4.71E+12,241,2,0,1,0,0,0,0,1556,2,4,75
90YV0A74-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1050 Ti Cerberus,4.71E+12,203,2,0,0,1,1,1,0,1455,4,7008,0
90YV0A32-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1050 Ti DC2 O4G,4.71E+12,235,2,0,0,0,0,0,0,1353,4,4,75
90YV0A52-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1050 Ti Expedition,4.71E+12,212,2,0,0,0,0,0,0,1392,4,4,75
90YV0A54-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1050 Ti Expedition O4G,4.71E+12,212,2,0,0,0,0,0,0,1455,4,4,75
90YV0A70-M0NA00,188.59,ASUS,ASUS GeForce GTX 1050 Ti PH,4.71E+12,212,2,0,0,0,0,0,0,1392,4,4,75
90YV0A31-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1050 Ti STRIX 4G Gaming,4.71E+12,241,2,0,1,0,0,0,0,1392,4,4,75
90YV0A30-M0NA00,188.59,ASUS,ASUS GeForce GTX 1050 Ti STRIX O4G Gaming,4.71E+12,241,2,0,1,0,0,0,0,1493,4,4,75
90YV09X5-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1060 Dual 3G,4.71E+12,242,2,0,1,0,0,0,0,1708,3,4,120
90YV09X3-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1060 Dual O3G,4.71E+12,242,2,0,1,0,0,0,0,1785,3,4,120
90YV09X0-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1060 Dual O6G,4.71E+12,242,2,0,1,0,0,0,0,1785,6,4,120
90YV0A28-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1060 Expedition O6G,4.71E+12,240,2,0,1,0,0,0,0,1785,6,4,120
90YV0A65-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1060 O6G 9 Gbps,4.71E+12,298,2,0,1,2,2,1,0,1809,6,14000,120
90YV09Q1-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1060 STRIX 6G Gaming,4.71E+12,298,2,1,0,0,0,0,0,1759,6,4,120
90YV09Q0-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1060 STRIX O6G Gaming,4.71E+12,298,2,1,0,0,0,0,0,1847,6,4,120
90YV09R0-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1060 Turbo 6G,4.71E+12,266.7,2,0,1,0,0,0,0,1706,6,4,120
90YV09T4-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1070 Dual 8G,4.71E+12,240,2,1,0,0,0,0,0,1721,8,4,150
90YV09T1-M0NA00,403.44,ASUS,ASUS GeForce GTX 1070 Dual O8G,4.71E+12,240,2,1,0,0,0,0,0,1771,8,4,150
90YV09T6-M0NA00,#N/D,ASUS,ASUS GeForce GTX 1070 Expedition O8G,4.71E+12,240,2,1,0,0,0,0,0,1759,8,4,150
